faiss_id,title,sentences
319,Ash,Armor values across the board have been slightly increased to compensate for the Mod changes.
320,Ash,Not to beat a dead Kaithe but Mods will now be applying to the Max Rank stat instead of the Base Rank.
321,Ash,You may look at these numbers and think nerf or buff depending but the outcome is that total Modded values are the same if not a little higher in some cases.
322,Ash,Warframe Stat Changes ASH Health Base Rank from Max Rank from Shields Base Rank from Max Rank from Armor Base Rank from Energy Base Rank from Max Rank from ASH PRIME Health Base Rank from Max Rank from Shields Base Rank from Max Rank from Armor Base Rank from Energy Base Rank from Max Rank from While there may be significant changes to Warframe Stats and Mod values as a part of this overhaul the end result is that your Builds should mostly stay the same.
323,Ash,The key difference is the added clarity of what your Health Shield Energy Armor Mods do in your Upgrade screens Changes Ash can now cast Teleport on Defense objectives.
324,Ash,RAILJACK QUALITY OF LIFE CHANGES ASH While maintaining our original intentions to connect Railjack to some more core Warframe style rewards weve made a few changes to have Ash components be more new player friendly for those starting their Railjack journey.
325,Ash,Having them live only in Rotation C brought feedback of accessibility concerns for newer players trying to complete their Ash build.
326,Ash,Added Ash components to Corpus Railjack ExterminateVolatile . . chance reducing Endo drops slightly.
327,Ash,Added Ash components to Corpus Railjack SurvivalDefense Rotation A . chance reducing Endo drops slightly rearranging the drop of rotation C.
328,Ash,Added acquisition tips to Ashs Component Blueprints as they now live in Railjack.
329,Ash,Ash have been added to Railjack rewards Ash Component Blueprints can be found in Corpus Railjack Defense mission rewards.
330,Ash,Weve permanently removed Ash Blueprints from Manic drop tables.
331,Ash,We did this to connect Railjack to some more core Warframe style rewards and make their acquisition more straightforward for matchmaking purposes.
332,Ash,Bladestorm Applies full number of marks to target at once instead of needing to waggle mouse.
333,Ash,Energy is consumed once per target marked instead of per mark now.
334,Ash,Xoris Interaction Changes Certain Warframe Abilities and Exalted weapons will now reset the Melee Combo Counter only if the Xoris is being used.
335,Ash,The overwhelming Damage output of certain Warframe Abilities was not our intention with an infinite Melee Combo weapon and the conversation of Xoris or youre doing it wrong is greatly restrictive in terms of player choice.
336,Ash,Warframe Abilities Exalted Warframe weapons affected by this are Ash Bladestorm The full breakdown can be read here.
337,Ash,The Majority of Warframes received an increase in the Armor stat to increase survivability.
338,Ash,Compounded with Shield Gating and the numerous other changes covered we expect a much more fair feeling playing field for all Warframes.
339,Ash,Increased brightness of Ashs Bladestorm mark slightly to improve visibility.
340,Ash,Rising Storm Blade Storm Augment Ash Attacks by clones will raise the combo counter Include a passive benefit to extend the combo counter by a duration Smoke Shadow Smoke Screen Augment Ash Increased Range.
341,Ash,Added Ashs Ability videos to his Arsenal diorama.
342,Ash,Ash can no longer Teleport to Cameras and Turrets as it usually results in placing Ash outside of the map.
343,Ash,Ashs Smoke Screen ability sound will now affect muffle the sounds for the entire duration of the ability.
344,Ash,Bladestorm Upon activating Bladestorm Ashs clones will do the stabbing leaving the player free to act.
345,Ash,Ash can choose to join in the execution by using Teleport on a marked enemy.
346,Ash,Reduced energy cost of Bladestorms Marks.
347,Ash,Energy Mark when Visible Energy Mark when invisible.
348,Ash,Shuriken will now be deflected when it encounter a Nullifier bubble.
349,Ash,Passive Bleed Procs dealt by Ash from any source are deadlier and last longer.
350,Ash,New audio FX on Bladestorms finishing attacks.
351,Ash,Bladestorm is now affected by the Steel Charge Aura Mod.
352,Ash,Introduced Ash Prime.
353,Ash,PvP Bladestorm damage multiplier reduced from . to ..
354,Ash,Reduced the amount of damage dealt by the bleeding proc associated with Shuriken in Dark Sector conflicts.
355,Ash,Reduced the amount of damage of Bladestorm in Dark Sector conflicts.
356,Ash,Shuriken is now registered as a silent projectile.
357,Ash,Teleport now indicates enemies are vulnerable to finishers.
358,Ash,Armor increased from to .
359,Ash,Due to people pointing out enemies not being hit enough though their camera sees them Blade Storm will now perform a raycast from the Warframes eye AND the cameras view position and if the existing conditions are satisfied on either one the enemy will be included in the hit list.
360,Ash,Added local and remote teleport sound slots for Bladestorm.
361,Ash,Prevented Vors electrical attacks from hitting the invisible players.
362,Ash,Added idle FX.
363,Ash,Tweak to Ashs new custom idle.
364,Ash,Added animation and sounds for Bladestorm against Ancients.
365,Ash,Fix for weapons not returning after using Bladestorm.
366,Ash,Bladestorm ability deals increasing damage as it levels up.
367,Ash,Emblem now just goes invisible.
368,Ash,Updated Smoke Screen smoke to use energy color selected by player.
369,Ash,Smoke Screen will not render Ash completely invisible anymore.
370,Ash,Ash will now have a white ghostly model during cloak color may also be affected by your energy color.
371,Ash,Updated Visual FX on Smoke Screen ability.
372,Ash,PvP Fix Ash teleport in duels no longer target spectators.
373,Ash,Shuriken now seeks targets and multiple projectiles added at higher ranks.
374,Ash,Bladestorm power changed attacks or targets based on level and teleports back to starting position when the ability ends.
375,Ash,Bladestorm improvements Ash is now invulnerable when using Bladestorm.
376,Ash,Bladestorm increased number of enemies targeted to or depending on level.
377,Ash,Energy cost changes for Ash.
378,Octavia,The music of her Mandachord gives her high survivability and supports allies.
379,Octavia,Her composition means the enemys destruction.
380,Octavia,Passive Replenish energy over s for Octavia and allies within m when abilities are activated.
381,Octavia,Abilities st Ability Mallet nd Ability Resonator rd Ability Metronome th Ability Amp General Information Sex Female Mastery Rank Max Rank Health at Rank Shields at Rank Armor Energy at Rank Starting Energy Sprint Speed .
382,Octavia,Themes Bard Musician Progenitor Element Radiation Subsumed Ability Resonator Tactical Ability Resonator Sell Price Official Drop Tables httpswww.warframe.comdroptables CODEX Octavia turns bass beat and melody into a symphony of devastation.
383,Octavia,The music of her Mandachord gives her high survivability and supports allies.
384,Octavia,Her composition means the enemys destruction.
385,Octavia,This is Octavia the melodic the maestro.
386,Octavia,If music be the food of death... play on Tenno.Lotus Release Date March th Rhythmic and imaginative Octavia conducts her myriad siren songs and ambient anthems through the mystical Mandachord.
387,Octavia,Entice enemies with musical instruments that inflict melodic maladies as the Tenno chorus synchronize their rhythm to sound the drums of war.
388,Octavia,Acquisition Octavias main blueprint and the Mandachord are acquired from the Octavias Anthem quest.
389,Octavia,The Chassis blueprint is rewarded from the Music Puzzle on Lua.
390,Octavia,The Neuroptics blueprint is rewarded from Rotation C of Terrorem Survival Deimos.
391,Octavia,The Systems blueprint can be found in the A Rotation Cache of Plato Crossfire Exterminate Lua.
392,Octavia,Additional Mandarchord and main blueprints can be bought from Cephalon Simaris for Standing and Standing respectively.
393,Octavia,Item Source Chance Expected Nearly Guaranteed Chassis Blueprint Orokin Storage Container Opens Opens Systems Blueprint Lua Exterminate Resource Caches A .
394,Octavia,A Caches A Caches Neuroptics Blueprint Orokin Derelict Survival C .
395,Octavia,C Rotations C Rotations All drop rates data is obtained from DEs official drop tables.
396,Octavia,See Mission RewardsStandard Missions for definitions on reward table rotations.
397,Octavia,For more detailed definitions and information visit here.
398,Octavia,Alternatively upon completion of The Duviri Paradox Octavias main and component blueprints can be earned from The Circuit.
399,Octavia,By selecting her on the rotating week she is available players can earn her blueprints after reaching Tier Neuroptics Chassis Systems and Main rewards.
400,Octavia,Crafting Manufacturing Requirements Edit blueprint requirements Mandachord Time Days Rush Market Price Blueprints Price NA Octavia Neuroptics Blueprint Oxium Polymer Bundle Plastids Neural Sensors Time Hours Rush Octavia Chassis Blueprint Polymer Bundle Salvage Plastids Neurodes Time Hours Rush Octavia Systems Blueprint Kuva Circuits Morphics Orokin Cell Time Hours Rush Mandachord Main article Mandachord The Mandachord is Octavia and Octavia Primes signature instrument that allows her to interact with her abilities.
401,Octavia,To use it click the Mandachord tab when Octavia is equipped.
402,Octavia,Pandero Pandero Prime Headshot kills with Alternate Fire increase reload speed by .
403,Octavia,No weak spots other than actual heads will trigger these effects.
404,Octavia,Headshots on invulnerable enemies will still grant these effects but not with invulnerable bosses.
405,Octavia,The Lester B.
406,Octavia,Pearson School for the Arts provided the sound effects for Octavias abilities.
407,Octavia,Octavias name was announced during PAX East .
408,Octavia,Her name may also have some origin from the Latin name Octavia meaning eighth born.
409,Octavia,Lotus quote is a reference to the opening scene of Shakespeares Twelfth Night.
410,Octavia,The names of Octavias Corpusthemed instruments all have Greek origins.
411,Octavia,Alpha Beta Gamma Delta and Epsilon are the first five letters in the Greek Alphabet.
412,Octavia,Horus may be derived from Horos which is Greek for dance.
413,Octavia,Octavia is partly unique because two of her component blueprints can only be acquired from side objectives in missions e.g.
414,Octavia,Crossfire caches and the Lua music puzzle.
415,Octavia,PlayWarframe Tweet.
416,Octavia,Accessed .
417,Octavia,Archived from the original on .
418,Octavia,Edit Tab Market forces dictate that you need to evolve or die.Octavia Prime is Vaulted.The Void Relics for this item have been removed from the drop tables and do not drop during missions at this time.
419,Octavia,Check the current Prime Resurgence rotation to see if Varzia offers relics for this item.
420,Octavia,Vaulted Void Relics already contained in player inventories are not affected and can still be either opened or traded between players.
421,Octavia,Featuring altered mod polarities for greater customization.
422,Octavia,Passive Replenish energy over s for Octavia and allies within m when abilities are activated.
423,Octavia,Abilities st Ability Mallet nd Ability Resonator rd Ability Metronome th Ability Amp General Information Sex Female Mastery Rank Max Rank Health at Rank Shields at Rank Armor Energy at Rank Starting Energy Sprint Speed .
424,Octavia,Themes Bard Musician Progenitor Element Radiation Tactical Ability Resonator Sell Price Official Drop Tables httpswww.warframe.comdroptables CODEX Strike up a symphony of destruction with the mistress of music Octavia in her grandest and most spectacular form.
425,Octavia,Featuring altered mod polarities for greater customization.
426,Octavia,When ape pounded flint on flint some watched the sparks.
427,Octavia,Others merely danced.
428,Octavia,Our haunted creations will need drumbeats to drown out the throb of Helminth blood.
429,Octavia,Songs to harmonize the long scream.
430,Octavia,Anthems to elevate their butchery.
431,Octavia,But they are owed their struggle as we are owed entertainment.
432,Octavia,Our grand finale.
433,Octavia,Octavia.Ballas Release Date February rd Octavia Prime is the Primed variant of Octavia possessing higher Shields and Energy and an additional polarity.
434,Octavia,Octavia Prime was released alongside Tenora Prime and Pandero Prime.
435,Octavia,Acquisition Lith Meso Neo and Axi refer to Void Relics V Denotes Vaulted Void Relics B Denotes Baro KiTeer Exclusive Void Relic Octavia Primes Relic Drops Chassis Blueprint Blueprint Systems Blueprint Neuroptics Blueprint Axi K Uncommon V Axi S Uncommon V Lith K Uncommon V Meso N Uncommon V Meso S Uncommon V Neo A Uncommon V Neo Z Uncommon V Axi O Rare V Lith O Rare V Meso O Rare V Axi N Common V Lith C Common V Lith N Common V Lith R Common V Meso D Common V Meso G Common V Meso H Common V Neo T Common V Axi K Common V Axi P Common V Lith G Common V Lith G Common V Lith G Common V Meso B Common V Neo S Common V Vaulted On December th Octavia Prime along with Tenora Prime and Pandero Prime entered the Prime Vault and were retired from the reward tables.
436,Octavia,Any preexisting components or fullybuilt items will remain as is.
437,Octavia,Higher Energy vs.
438,Octavia,Additional Polarity vs. .
439,Octavia,If Octavia Prime wields her Signature Weapons Tenora Tenora Prime Headshot kills with Alternate Fire have a chance to instantly refill the magazine.
440,Octavia,Pandero Pandero Prime Headshot kills with Alternate Fire increase reload speed by .
441,Octavia,No weak spots other than actual heads will trigger these effects.
442,Octavia,Headshots on invulnerable enemies will still grant these effects but not with invulnerable bosses.
443,Octavia,As with any other Prime Warframe moving close to the location of an Orokin Void Death Orb will restore a pulse of Energy to nearby allies even if that Death Orb is inactive destroyed or nonpresent.
444,Octavia,This effect can only occur once per orb.
445,Octavia,Upon acquiring Octavia Prime the player will receive Bombast Instruments for her Mandachord.
446,Octavia,Octavia Primes Resonator takes the form of a hitech bass drum that rolls along like a car tire rather than a standard Roller.
447,Octavia,Octavia Prime is the seventh Primed Warframe whose nonprimed variant was unlockable through a quest Octavias Anthem after Inaros Titania Atlas Mirage Limbo and Chroma.
448,Octavia,Octavia Primes Mandachords on both arms are elongated unlike those of her nonPrimed counterpart which are perfect semicircles.
449,Octavia,This does not affect the Mandachord screen in the Arsenal.
450,Octavia,Octavia Prime has Prime Details which are jiggling pieces of cloth on her rear.
451,Octavia,However they cannot be toggled off when changing her Skin to the Octavia skin.
452,Octavia,In the Prime trailer Octavia Primes helmet Mandachord Energy flashes in sync with her Resonator.
453,Octavia,This seems to be for a cinematic purpose only as it is not the case in the game.
454,Octavia,Bugs The Helminth cyst is not visible on Octavia Prime regardless of how big or how small it is.
455,Octavia,Gallery Warframe Octavia Prime Access Available Now On All PlatformsOctavia Prime during Devstream A backview of Octavia PrimeOctavia Primes ResonatorOctavia Primes signature Serenidine Prime SyandanaOctavia Primes signature Glissanda Prime Chest PlateOctavia Primes signature Glissanda Prime Shoulder PlateOctavia Primes signature Glissanda Prime Knee PlateOctavia Prime with her Shawzin Edit Tab Passive Octavia creates musical masterpieces from the Mandachord affixed to her arms that empowers her abilities.
456,Octavia,The Mandachord is a step sequencer that allows the player to compose unique songs and conduct them in full symphony through Octavias abilities.
457,Octavia,To access the Mandachord menu open the Arsenal in your ship equip Octavia click on the Warframes Appearance tab and select Mandachord at the bottomright of the screen.
458,Octavia,Once inside the Mandachord menu the players view will switch to firstperson and look downward at the expanded Mandachord on Octavias left arm.
459,Octavia,The Mandachord menu comprises of all customization options related to Octavias abilities.
460,Octavia,Each ability is affected by a section of the Mandachord Percussion Mallet Bass Resonator and Melody Metronome.
461,Octavia,Instruments enable selection of different soundpacks for each section see Octavias media for available purchases.
462,Octavia,The Adau soundpack is available by default sporting drums for Percussion violin for Bass and choir voices for Melody.
463,Octavia,Volume Mixer allows volume adjustments for each section.
464,Octavia,Volume settings will apply during Mandachord customization and to the appropriate abilities during gameplay.
465,Octavia,Track Isolation enables toggling on or off each section for better audio clarity while composing a song.
466,Octavia,Loop allows selection of bars through to continuously loop for note changes comparison while composing a song.
467,Octavia,Composition enables saving new songs reloading the current song and loading custom and instrument songs from your playlist.
468,Octavia,The Mandachord may be paused at any time by clicking the Pause button at the bottomright corner.
469,Octavia,Click again to resume.
470,Octavia,When casting an ability Octavia grants herself and allies within meters the Inspiration buff generating energy per second for seconds.
471,Octavia,Octavia recasting any ability will also refresh the active Inspiration buffs duration.
472,Octavia,Inspiration buff icon is displayed with a duration timer next to the shield and health indicator at the topright of the HUD.
473,Octavia,Abilities View Maximization This calculator feature is sunsetted on the wiki.
474,Octavia,It may not see further updates but will be present on articles for the time being since some people still find use for them.
475,Octavia,See User blogCephalon ScientiaSunsetting of Maximization Calculators for more details.
476,Octavia,Input table not loaded.
477,Octavia,Javascript not loaded Result table not loaded.
478,Octavia,Javascript not loaded This section is transcluded from Mallet .
479,Octavia,Mallet Rhythmically beats damage into nearby enemies and draws their fire.
480,Octavia,Damage inflicted on the Mallet increases its lethality.
481,Octavia,Strengthx .x x .x damage multiplier Duration s Range m Misc limit of mallets InfoAugmentTips TricksInfo Octavia expends energy to throw a spherical music device in an arc toward the direction she aims.
482,Octavia,Upon impact the device deploys into the Mallet which hovers in place for seconds.
483,Octavia,The Mallet is an invulnerable hovering orb that continuously plays percussive music attracting enemies in sight to attack it while absorbing and accumulating all enemy damage hitting its energy mass.
484,Octavia,Stored damage is converted into Blast damage multiplied by x .x x .x and rhythmically dealt to all enemies within a radius of meters and Line of Sight from the Mallet.
485,Octavia,Absorbed damage can diminish over time.
486,Octavia,Mallet has no target priority enemies will be likely to shoot the Tenno if they are in line of sight.
487,Octavia,Up to Mallet can be deployed at a time.
488,Octavia,Deploying a new Mallet will remove the current one.
489,Octavia,Ability Synergy When Mallet and Resonator are both active Resonator will reroute toward the Mallet and carry it around.
490,Octavia,When carried by Resonator Mallet actively inflicts damage per beat that continuously increases and stacks over time against enemies inside Mallets damage radius.
491,Octavia,This damage instance is separate from the stored damage portion of the ability.
492,Octavia,Enemies charmed by Resonator are no longer pacified and will attack a carried Mallet to fuel its damage.
493,Octavia,Resonator increases Mallets Threat Level making enemies outside of Resonators charm radius more likely to shoot the Mallet instead of the Tenno.
494,Octavia,If Mallet is placed where Resonator is unable to reach Resonator will ignore Mallet.
495,Octavia,Mallet will be dropped to the ground when Resonator expires.
496,Octavia,When Mallet is hovering over an Amp field Mallets range doubled.
497,Octavia,Damage is not doubled contrary to the ability description.
498,Octavia,Casting Mallet is not a OneHanded Action and interrupts other actions but allows movement.
499,Octavia,Throwing animation speed is affected by Casting Speed.
500,Octavia,Sound bars enlarge and shrink based on Percussion Bass and Melody music in the environment.
501,Octavia,Percussion bars appear from a horizontal ring around the Mallet core while Bass and Melody bars appear from diagonal rings that layer on top the Mallet when Resonator and Metronome are active and nearby.
502,Octavia,Mallets core and percussive aura borders are affected by the chosen Warframe energy color.
503,Octavia,The percussive aura is briefly visible to allies when Mallet is cast before fading away and is constantly visible to Octavia herself.Augment Main article Partitioned Mallet Partitioned Mallet is a Warframe Augment Mod for Octavia that allows her to summon two Mallets with reduced range.
504,Octavia,Partitioned MalletTips Tricks Enemies who have both ranged and melee weapons will prefer to use melee.
505,Octavia,Octavia can position behind Mallet to minimize her chance of taking enemy fire.
506,Octavia,Be careful of explosive effects drawn to Mallets center of origin.
507,Octavia,Mallets localized control effect is particularly potent against groups caught in narrow choke points.
508,Octavia,Mallet can damage nullifier bubbles preventing nulifiers from removing abilities centered within the mallet.
509,Octavia,This section is transcluded from Resonator .
510,Octavia,Resonator Launches a rollerball that charms foes to follow it.
511,Octavia,Combines with the Mallet to create a roving ball of sonic destruction.
512,Octavia,Strength Blast damage per beat Duration s Range m min charm radius m max charm radius Misc limit of Resonators stagger on expiry Subsumable to Helminth InfoAugmentInfo Octavia expends energy to throw a compact rollerball in an arc toward the direction she aims.
513,Octavia,Upon impact the rollerball falls to the ground and deploys into the Resonator that lasts for seconds.
514,Octavia,The Resonator is an invulnerable Roller Specter that continuously plays bass music as it roams nearby terrain and seeks out enemies.
515,Octavia,The Resonator emits a charming aura with a minimum radius of meters causing enemies to cease all aggression and follow the Resonators travel path for its duration for each enemy charmed the Resonators charm radius expands up to a maximum radius of meters.
516,Octavia,Charmed enemies rhythmically receive up to Blast damage per beat while they remain in the charm radius.
517,Octavia,Resonator will detect nearby unaffected enemies and roll toward them charming enemies as it passes by.
518,Octavia,As charmed enemies catch up to the Resonator it will attempt to outpace them laying down an invisible path for them to follow.
519,Octavia,A blue waypoint marker centered on the Resonator will be visible to Octavia and all allied players indicating potential enemy presence near it.
520,Octavia,When the duration expires or the ability is recast all previously charmed enemies will be Staggered Charm effect does not require Line of Sight.
521,Octavia,The expanded ability radius from charming enemies is permanent for the rollerballs remaining lifetime it will maintain this larger radius until it expires or is recast.
522,Octavia,In other words killing charmed enemies will not revert the ability to a smaller radius.
523,Octavia,Up to Resonator can be deployed at a time.
524,Octavia,Deploying a new Resonator will remove the current one.
525,Octavia,Ability Synergy When Mallet and Resonator are both active Resonator will reroute toward the Mallet and carry it around.
526,Octavia,When carried by Resonator Mallet actively inflicts damage per beat that continuously increases and stacks over time against enemies inside Mallets damage radius.
527,Octavia,This damage instance is separate from the stored damage portion of the ability.
528,Octavia,Enemies charmed by Resonator are no longer pacified and will attack a carried Mallet to fuel its damage.
529,Octavia,Resonator increases Mallets Threat Level making enemies outside of Resonators charm radius more likely to shoot the Mallet instead of the Tenno.
530,Octavia,If Mallet is placed where Resonator is unable to reach Resonator will ignore Mallet.
531,Octavia,Mallet will be dropped to the ground when Resonator expires.
532,Octavia,Charm Immunity Certain enemies are immune to the charm.
533,Octavia,This includes the following All named units such as bosses enemies in The Index etc.
534,Octavia,Special units such as Executioner units except for summoned Hyenas Specters Kuva Guardian assassination Bounty targets etc.
535,Octavia,Casting Resonator is not a OneHanded Action as it interrupts other actions but allows movement.
536,Octavia,Throwing animation speed is affected by Casting Speed.
537,Octavia,Blink frequency is also affected by Percussion and Melody music in the environment.
538,Octavia,Resonators appearance and energy colors are affected by Octavias chosen Warframe appearance and energy colors respectively.
539,Octavia,Subsuming Octavia to the Helminth will offer Resonator and its augments to be used by other Warframes.Augment Main article Conductor Conductor is a Warframe Augment Mod for Octavia that allows her to command Resonator by reactivating it ordering it to move to where her reticle is pointing at with increased speed.
540,Octavia,Conductor This section is transcluded from Metronome .
541,Octavia,Metronome Grants buffs to those who consistently perform actions in time to Octavias music.
542,Octavia,Timed jumps offer the Vivace speed buff.
543,Octavia,Crouching on the beat grants cloaking with the Nocturne buff.
544,Octavia,Firing rhythmically bestows Opera multishot buff.
545,Octavia,Timed melee swings give the Forte damage buff.
546,Octavia,Strength armor bonus speed bonus multishot bonus melee damage bonus Duration s ability duration s buff duration Range m InfoTips TricksInfo Octavia expends energy to produce a melodic musical aura with a radius of meters for seconds.
547,Octavia,Octavia and her allies gain an Armor bonus while inside the melodic aura.
548,Octavia,While the player and allies can hear the melody Metronomes aura is considered silent to enemies.
549,Octavia,A flash of light will appear below the player upon a successful sync.
550,Octavia,Synchronize percentages are listed between and and will raise or lower depending on the players timing.
551,Octavia,Once the percentage reaches the player gains the corresponding buff.
552,Octavia,Synchronize percentage is displayed as an icon with the current stored percentage beside the health and shield indicators on the HUD.
553,Octavia,Once synchronized the corresponding buff icon will also be displayed with the remaining buff duration beneath and bonus percentage at the topright of the icon.
554,Octavia,Each player must perform actions individually to gain buffs.
555,Octavia,Sync buffs are gained perplayer and are not shared between allies in range.
556,Octavia,If a player does not perform an action when the ring disappears their existing synchronize percentage does not decrease. however if they do perform an action at the wrong time their synchronize percentage resets Meaning that players can skip certain beats and focus on precision if they cannot keep up with the Mandachords rapid pace.
557,Octavia,This is particularly important for weapons with low fire rate attack speed and with the vivace movement speed buff.
558,Octavia,By synchronizing with jumps default Space Octavia and her allies can gain the Vivace buff which increases Movement Speed by for seconds.
559,Octavia,Double jump default press Space twice wall climb face wall and press Space and wall jump face wall W Space can also be used to synchronize.
560,Octavia,By synchronizing with crouching default Ctrl or sliding default W Ctrl Octavia and her allies can gain the Nocturne buff which grants Invisibility for seconds.
561,Octavia,By synchronizing with ranged weapon fire default LMB Octavia and her allies can gain the Opera buff granting ranged weapon Multishot for seconds.
562,Octavia,Multishot bonus stacks additively with multishot mods such as Split Chamber.
563,Octavia,Alternatefire or secondary attacks on select weapons are not known to be able to gain multishot from Opera requires testing.
564,Octavia,By synchronizing with melee weapons default E Octavia and her allies can gain the Forte buff granting bonus melee weapon damage for seconds.
565,Octavia,Damage bonus stacks additively with base damage mods like Pressure Point.
566,Octavia,Metronome can be recast while active to refresh its duration.
567,Octavia,On recast existing synchronize percentages will not carry over and will be reset to .
568,Octavia,Casting Metronome is not a OneHanded Action and interrupts other actions but allows movement.
569,Octavia,Casting animation is affected by Casting Speed.
570,Octavia,When Octavia is standing on higher elevations or objects the concentric rings of light from the melodic aura will partially fade depending on the surrounding terrain to allow better visibility.
571,Octavia,Concentric ring color and Nocturne cloak effect are affected by Octavias chosen Warframe energy color.
572,Octavia,Metronome affects the visuals and audio of any nearby Mallet and Resonator belonging to Octavia herself.Tips Tricks Having the mandachords melody set to a consistent rhythm makes it much easier to sync up your buffs.
573,Octavia,Similar to Octavias other abilities without a melody this skill will do nothing.
574,Octavia,This section is transcluded from Amp Ability .
575,Octavia,Amp Draws power from the decibel level of sound in the area and uses it to amplify a damage buff for Octavia and her allies.
576,Octavia,It also doubles the damage and range of nearby Mallets.
577,Octavia,Strength min damage buff max damage buff Duration s Range m Misc Mallet damage and range bonus limit of Amp fields InfoInfo Octavia expends energy to throw an amplifier device in an arc toward the direction she aims.
578,Octavia,Upon impact the amplifier transforms the ground into a dance floor encompassing the surrounding terrain in a field of sound sensors with a radius of meters for seconds.
579,Octavia,Octavia and her allies standing inside the Amp field gain a weapon damage buff with a minimum of to a maximum of depending on the sound level in the environment.
580,Octavia,Sounds originating from gunfire footsteps alarms melee strikes abilities such as Mallet Resonator and Metronome and many more can affect Amps damage multiplier.
581,Octavia,Amp damage increase is displayed as an icon with the current damage increase in percentage beside the shield and health indicator on the topright of the HUD.
582,Octavia,Amps damage buff stacks additively with base damage mods like Serration.
583,Octavia,Up to Amp can be deployed at a time.
584,Octavia,Deploying a new Amp will remove the current one.
585,Octavia,Ability Synergy When Mallet is hovering over an Amp field from any Octavia player the percussive aura will double in damage and range.
586,Octavia,Does not actually increase the damage of Mallet.
587,Octavia,Casting Amp is not a OneHanded Action as it interrupts other actions but allows movement.
588,Octavia,Casting animation is affected by Casting Speed.
589,Octavia,Amp field sound sensors visually produce sound bars that enlarge shrink stretch vertically horizontally and diagonally depending on Percussion Bass and Melody music from Octavias other abilities.
590,Octavia,Sound sensors will only visibly react to the owner Octavias abilities and not from other Octavia players in a squad.
591,Octavia,This is a visual effect only as the sound level in the environment does affect any Amp fields damage multiplier.
592,Octavia,The thrown amplifier device serves both as a visual anchor point and generator for the Amp field.
593,Octavia,Nullifier Crewmans bubble must come in direct contact with the amplifier device to dispel this ability.
594,Octavia,When two or more Amps intersect players will only benefit from the one with the highest boost.
595,Octavia,Customization For Warframes With Invisibility Abilities Warframes now have Invisibility customization no longer will you have to be strictly transparent Warframes with Invisibility abilities Octavia will now find customization options in the Arsenal under Appearance Attachments Auxiliary Attachments.
596,Octavia,Instead of Invisibility being completely seethrough players can customize it from being more translucentsemitransparent to nontransparency with an Energy glow gleaming from your character.
597,Octavia,SemiCloak Option GlowCloak Optionl An alternate opaque glow for when the Warframe is cloaked.
598,Octavia,Does not alter enemy perception.
599,Octavia,Invisibility colorization is affected by the primary Energy color of your Warframe.
600,Octavia,Base vs Final Stats in Modding Health Energy Shield Armor Stat Overhaul If youve spent any time invested in the deeper nuances of Modding you may be familiar with Warframe Math math that upon first glance doesnt really make sense but once you learn the inner workings of the game it all comes together.
601,Octavia,While we can appreciate the value that complex systems offer to a certain subsect of players there are other aspects of the game that should have clear and understandable outcomes.
602,Octavia,Namely Shield Health Energy and Armor Modding.
603,Octavia,Pop quiz what is If you answered you may just be an Excalibur player.
604,Octavia,Vitality Heath Redirection Shields Flow Energy and Steel Fiber Armor come with large modifier values that dont seem to match their outcome ingame.
605,Octavia,This is because these Mods apply their multiplier to the base stats of the Warframe i.e. the stats you have at Rank .
606,Octavia,In the Excalibur example a Rank Excaliburs Health stat of earns an additional Health from max rank Vitality Heath since it applies to his base rank Health stat of resulting in total health.
607,Octavia,Continuing our Excalibur example instead of Vitality always applying to Excaliburs base rank Health it would apply to his Health stat based on his rank namely the stat you can actually see in your Arsenal.
608,Octavia,If your Excalibur were Rank his Health stat would be which means Vitalitys multiplier would be calculated off of .
609,Octavia,With previous Health and Mod values additional adjustments are needed to make this revision work while maintaining game balance.
610,Octavia,By only changing where the multiplier applies a Rank Excalibur would receive an extra Health from max rank Vitality resulting in a total health stat of .
611,Octavia,To remedy this we approached this problem in two ways We reduced the overall multiplier for Health Shield Energy and Armor Mods.
612,Octavia,Since these now affect Max Rank Warframe stats these Mods need to scale differently to maintain the status quo.
613,Octavia,Doing some quick math this means that a Rank Excalibur Health with a reworked Vitality Mod Health applied to the final Health stat would receive extra Health for a total of .
614,Octavia,That in contrast is a nerf which we also dont want to do.
615,Octavia,With Health from a max Vitality Mod his resulting Health stat would be which matches what it was originally.
616,Octavia,While this path to the same result may seem a little complicated the outcome matches our intention we want players to be able to look at their Health Shield and Armor Mods and be able to understand how they affect the stats they see in their Arsenal.
617,Octavia,In addition to everything above we also increased the base stat values for Warframes so that these revised Mods offer similar value for lowerranked Frames.
618,Octavia,To do so we reduced the amount of HealthShieldEnergy that Warframes earn per rank in half and transferred the sum of that value to their base stats.
619,Octavia,For Armor this is the one stat that does not increase with your Warframes level with some exceptions.
620,Octavia,Armor values across the board have been slightly increased to compensate for the Mod changes.
621,Octavia,Not to beat a dead Kaithe but Mods will now be applying to the Max Rank stat instead of the Base Rank.
622,Octavia,You may look at these numbers and think nerf or buff depending but the outcome is that total Modded values are the same if not a little higher in some cases.
